,sum,mean,std,zero,e1,e2,e3,e4,er1,er2,er3,er4,max,min
10089972,79443.59969999995,217.65369780821902,243.1333735817837,0,17237.335399999993,22030.12630000001,11271.418699999997,28904.719400000005,0.21697575972252933,0.27730523771822524,0.14187950624800305,0.3638394975699977,1458.8,79.2
10089973,69538.02329999997,190.51513232876704,139.35827984508302,0,19488.618000000017,26553.19440000001,8944.857699999999,14553.153200000004,0.28025844099597846,0.3818514409799167,0.12863261386378813,0.20928338927920043,1649.4,73.2
10089974,429601.7999999998,1176.9912328767118,475.38150547439506,0,131964.6000000001,168733.19999999984,60952.200000000026,67951.8,0.3071788805354171,0.392766510754843,0.14188069044403456,0.15817391826570568,2117.4,85.2
10089975,150887.40000000002,413.39013698630146,180.03830334593934,0,45897.60000000005,57096.59999999997,20188.199999999997,27705.000000000022,0.30418444482441903,0.3784053539261725,0.13379646014180108,0.1836137411076075,813.6,88.2
10089976,132308.79999999996,362.48986301369854,106.8349318887997,0,45083.20000000002,59628.39999999996,20424.000000000015,7173.2000000000035,0.3407422635531426,0.4506759943405123,0.15436614949270208,0.054215592613643275,625.6,67.2
10089979,88265.40000000002,241.8230136986302,106.9424663885507,0,27492.599999999995,31093.199999999983,8833.199999999999,20846.399999999994,0.31147652420993943,0.3522694056787821,0.10007545425500815,0.2361786158562697,658.8,89.4
10089980,604623.9999999995,1656.50410958904,1273.4453362026393,1,154909.59999999995,199395.99999999994,49675.19999999995,200643.1999999998,0.25620815581253814,0.32978512265474097,0.08215882928894651,0.3318478922437746,4637.6,0.0
10089981,344918.9678999999,944.9834736986298,339.8611238066684,0,74176.66330000003,108041.03879999994,92758.49059999986,69943.1752,0.2150553324208763,0.31323600281479325,0.2689283548676648,0.20278146958933893,1461.6,58.8
10089982,136335.59999999995,373.5221917808218,142.40177904963687,0,44325.59999999998,45670.2,16394.399999999998,29945.39999999999,0.32512124492795713,0.33498367264309553,0.12025032346650474,0.2196447589624427,889.2,165.0
10089983,555750.6000000003,1522.6043835616447,580.3483533099089,19,99842.4,163107.00000000006,44303.39999999998,248497.80000000005,0.17965324733792448,0.29348956168468365,0.07971813255802145,0.44713905841936996,2455.2,0.0
10089984,521481.9308000001,1428.7176186301372,581.9312403332101,0,102409.71710000005,160988.94119999997,147923.75060000012,110159.52179999986,0.19638210080049054,0.3087143229546391,0.2836603568853705,0.2112432191677385,2217.6,26.4
10089985,48682.19999999995,133.3758904109588,32.12347862030628,0,12643.200000000008,13681.800000000007,3435.0000000000014,18922.200000000015,0.2597088874372978,0.28104317389107353,0.07055967068045414,0.3886882679911761,382.8,83.4
10089986,181044.00000000012,496.0109589041099,331.17419686742113,0,61363.200000000026,77708.99999999993,37416.59999999999,4555.199999999988,0.3389408099688473,0.42922714920129845,0.2066713064227479,0.02516073440710537,1199.4,1.8
10089987,200622.9755,549.6519876712329,655.2826262986343,0,47240.695499999994,66391.55399999999,48514.96169999998,38475.76430000002,0.2354700172413702,0.3309269730176043,0.24182156395143276,0.1917814457895926,2221.2,29.4
10089988,265073.40000000014,726.2284931506853,139.51248815337334,0,69696.59999999999,91232.99999999993,24294.600000000006,79849.19999999998,0.2629332101976281,0.3441801402932164,0.09165234987743015,0.30123429963172443,1303.8,522.6
10089990,106299.20000000007,291.230684931507,137.1733960879796,0,27416.799999999985,39771.20000000001,12337.600000000008,26773.600000000002,0.2579210379758264,0.37414392582446515,0.11606484338546291,0.25187019281424494,636.0,114.4
10089991,108963.60000000005,298.53041095890427,159.83646340610557,0,34068.000000000015,44527.2,11777.399999999994,18590.999999999993,0.31265486823122585,0.4086428862482515,0.10808563593713853,0.17061660958338368,655.8,75.0
10089992,689232.0060000006,1888.3068657534263,553.7465598331248,0,155743.59120000002,216727.77989999985,156153.9285999998,160607.30629999997,0.2259668585384874,0.31444822354926977,0.22656221307284977,0.23302357537354385,3877.8,51.0
10089995,106654.79999999999,292.2049315068493,315.7499502367569,0,41101.799999999996,37778.99999999996,20645.399999999987,7128.600000000024,0.38537224766255246,0.3542175317004014,0.1935721599027891,0.06683806073425692,1001.4,0.6
10089998,325043.4431,890.5299810958903,429.4562228408118,0,63952.324699999976,99079.82679999997,90339.69160000005,71671.59999999999,0.19675008389670845,0.3048202598860545,0.27793113049263063,0.22049852572460643,1525.2,152.8
10089999,113359.64220000009,310.57436219178106,308.2251009076414,0,29936.79649999998,39764.45150000001,13022.400000000003,30635.994200000005,0.2640869000555116,0.350781377995563,0.11487686223483858,0.27025485971408597,3916.8,90.0
10090000,179753.99999999997,492.47671232876706,137.45503092874802,0,57795.6,64402.199999999975,17547.599999999995,40008.599999999984,0.3215260856503889,0.35827964885343294,0.09762008077706197,0.22257418471911608,1140.0,240.6
10090001,102307.99999999999,280.29589041095886,87.11861378419805,0,30694.399999999998,42085.6,17431.2,12096.80000000001,0.30001954881338705,0.4113617703405404,0.1703796379559761,0.1182390428900967,551.2,60.0
10090002,505216.5731,1384.1549947945205,522.4827013456186,0,105491.77679999992,158995.4618999999,135022.18329999998,105707.75119999998,0.20880505988294137,0.3147075340866325,0.2672560452075161,0.20923254863034102,2229.6,253.8
10090003,151322.10000000006,414.5810958904111,218.2439721330743,0,55036.19999999998,61513.200000000004,23696.400000000012,11076.299999999988,0.36370232768379473,0.40650506436270695,0.1565957649279253,0.0731968430255725,1179.0,23.4
10090004,295793.4941000002,810.3931345205484,144.5722231340212,0,58561.43970000002,90068.21530000007,81254.94949999996,65909.18960000001,0.19798082401434394,0.3044969449853766,0.27470161149835753,0.22282163372301153,1142.1,457.5
10090006,291530.4000000001,798.7134246575345,176.8957821963086,0,85511.39999999997,119652.59999999992,30258.599999999973,56107.8,0.29331898148529256,0.41042923825439775,0.10379226317392616,0.1924595170863827,1481.4,282.0
10090008,272671.2,747.0443835616438,266.75000994359385,0,86755.20000000003,100860.80000000002,31404.800000000017,53650.399999999994,0.31816781530282634,0.36989898456455983,0.11517461323381427,0.1967585868987997,1376.8,247.2
10090009,18329.39999999999,50.21753424657532,73.47421555243864,0,6250.199999999996,7353.600000000005,2766.6000000000026,1959.0000000000007,0.34099315853219414,0.4011915283642677,0.15093783757242485,0.10687747553111404,463.2,11.4
10090010,231006.6,632.894794520548,204.69069429256288,0,75055.79999999996,88723.79999999999,20440.799999999996,46786.20000000001,0.324907600042596,0.3840747407216936,0.08848578352306816,0.20253187571264203,1365.6,235.8
10090012,92521.79999999999,253.4843835616438,259.90643012494326,81,28800.59999999999,38106.599999999984,7528.799999999998,18085.8,0.3112844756587096,0.4118661764038312,0.08137325473564068,0.1954760932018184,888.6,0.0
10090013,547989.8881999999,1501.3421594520546,356.6352649579046,0,123253.4144000001,176293.9908,128159.86820000008,120283.81489999994,0.22491914003167934,0.32171029903321496,0.23387268809096265,0.21950006284805743,2238.6,664.8
10090014,599463.2799000007,1642.3651504109607,354.48411541231366,0,117069.081,179915.74509999985,174090.50640000013,128387.94739999995,0.19528982829361768,0.3001280497614674,0.29041062603374307,0.21417149591117066,2266.2,221.4
10090015,34359.00000000001,94.13424657534249,52.14149446294328,0,11379.599999999997,12089.400000000012,4051.2000000000003,6838.799999999999,0.3311970662708459,0.35185540906312784,0.11790797171046885,0.19903955295555742,396.0,24.0
10090016,57806.68609999993,158.37448246575323,125.29636932622422,0,21770.214899999984,20176.33939999999,5187.931899999997,10672.199999999984,0.37660375241610694,0.34903124121484647,0.08974622573979384,0.18461878235915682,1951.2,65.4
10103447,43637.60000000002,119.55506849315074,26.713888181379993,1,12164.800000000003,15215.999999999996,3955.200000000006,12301.600000000017,0.27876876821823376,0.3486901204465871,0.09063743193942848,0.28190367939575073,225.6,0.0
10103454,143451.48870000002,393.01777726027404,145.7277827564156,0,47599.86360000002,53881.02499999999,22468.2,19502.399999999998,0.331818540409473,0.37560450217900027,0.15662577086939633,0.13595118584503052,796.2,66.6
10125635,80956.79999999997,221.79945205479444,104.34256293219646,0,29138.399999999998,34351.2,11749.19999999999,5718.000000000002,0.35992529348986135,0.42431519032372833,0.14512925412071614,0.07063026206569434,471.0,15.0
10125637,45755.99999999999,125.35890410958902,39.889145276423726,0,16817.400000000005,19498.79999999999,7659.600000000001,1780.2000000000007,0.3675452399685289,0.42614739050616296,0.1674009965906111,0.03890637293469711,264.6,2.4
10125641,283795.19999999984,777.5210958904105,273.80387767043607,0,78940.8,108004.80000000005,25532.79999999998,71316.80000000008,0.2781611528313377,0.3805730329477035,0.08996910448097782,0.2512967097399819,1492.8,376.0
10125644,12790.800000000014,35.04328767123292,18.487892983347827,0,3535.800000000002,4513.200000000002,1189.2000000000016,3552.599999999997,0.2764330612627825,0.35284735903930925,0.09297307439722304,0.27774650530068434,91.2,10.2
10125646,455026.84480000025,1246.6488898630143,701.7904026883183,0,92995.30530000002,137081.09960000005,19578.31040000001,205372.1294999999,0.20437322844298256,0.30125936780774293,0.04302671506909739,0.45134068868017646,2754.6,2.4
10125648,97534.0,267.21643835616436,77.58435999511289,0,36001.60000000001,36718.40000000002,11167.600000000006,13646.4,0.369118461254537,0.3764676933172024,0.11449955912809898,0.13991428630016198,478.0,42.4
10125657,243948.50960000016,668.3520810958909,227.11099630770275,0,79417.2,89487.5253,33984.6238,41059.16050000002,0.3255490272525934,0.36682956352851576,0.13931064328174922,0.168310765937141,1980.0,55.2
10125660,507642.7149999997,1390.8019589041087,515.7376444788451,0,106147.18830000007,156387.8795,133230.87360000002,111876.17370000001,0.20909822038911782,0.3080668251094672,0.2624500848002913,0.2203836879644773,2201.4,45.0
10125661,308043.6,843.9550684931506,329.43280352986653,0,103650.80000000002,108955.19999999998,39687.99999999999,55749.59999999999,0.3364809397111319,0.35370058004775945,0.12883890462259237,0.18097957561851633,1828.8,82.4
10125663,44488.79999999999,121.8871232876712,393.69227450391304,2,11820.799999999994,18719.199999999975,6189.600000000009,7759.200000000001,0.26570282857708,0.4207620794447137,0.13912715110319923,0.1744079408750068,2866.4,0.0
10125664,47511.95910000004,130.16975095890422,164.69483006148928,9,11096.668999999993,19830.658600000013,11661.377599999996,4923.25390000001,0.23355528187428465,0.41738246487082864,0.24544089153334844,0.10362136172153773,1123.2,0.0
10125665,76231.19999999995,208.8526027397259,129.29081401239358,0,26660.400000000016,33640.19999999999,15268.80000000001,661.7999999999987,0.3497308188773105,0.44129175455718933,0.20029594181909796,0.008681484746403036,468.0,3.0
10125687,130070.39999999995,356.3572602739725,198.76255294700692,0,35828.399999999994,52734.00000000001,17663.39999999999,23844.599999999995,0.2754539080374936,0.4054265997490592,0.13579876743671118,0.18332072477673633,986.4,57.6
10125688,621967.0585999995,1704.0193386301357,968.3965170619679,0,118538.6101,190105.80749999997,178987.2360000001,134335.40499999985,0.19058663712322865,0.3056525339588139,0.28777607033222424,0.21598475858573382,3082.4,34.4
10157031,173304.59999999992,474.807123287671,537.4940374355698,0,58037.39999999995,85931.40000000007,27521.999999999978,1813.7999999999981,0.33488666775146175,0.4958402719835487,0.1588070945606752,0.010465965704314824,1417.8,1.2
10157033,1240143.1999999997,3397.6526027397254,1045.4429541644838,0,330694.3999999999,411013.5999999997,121259.20000000004,377176.0000000002,0.2666582375325688,0.3314243064833156,0.09777838559288965,0.304139070391226,5056.8,16.8
10157034,15931.799999999994,43.648767123287655,17.05632974777545,0,3965.3999999999983,5778.000000000002,1585.800000000002,4602.6,0.24889842955598238,0.362670884645803,0.09953677550559276,0.28889391029262246,151.8,14.4
10157036,290827.20000000007,796.7868493150687,272.3477157754823,0,93889.2,127388.99999999996,50777.99999999999,18771.00000000001,0.32283500305335944,0.43802299097195835,0.17459852448464236,0.06454348149003947,1491.0,27.0
10157056,491521.8,1346.6350684931506,374.94507946228094,0,120904.79999999992,205725.00000000003,87752.40000000001,77139.59999999998,0.24598054450484175,0.4185470512192949,0.17853206103981556,0.15694034323604766,2154.0,134.4
10170,67119.90000000005,183.8901369863015,487.7858111863924,281,18149.899999999976,22820.099999999988,6000.0,20149.899999999983,0.27041011682079324,0.3399900774583986,0.08939226667500988,0.30020753904579667,2609.9,0.0
10174556,5658.400000000005,15.502465753424671,9.257994433802818,0,1483.9999999999998,2049.6,440.0000000000011,1684.8000000000043,0.2622649512229603,0.36222253640605084,0.0777604976671852,0.2977520147038037,43.2,1.6
10174557,10094.999999999998,27.657534246575338,3.276938978405314,0,3325.200000000004,2734.7999999999906,389.3999999999983,3645.6000000000045,0.329390787518574,0.2709063893016336,0.03857355126300132,0.361129271916791,33.0,13.8
10174559,239710.80000000002,656.7419178082192,139.51171332777963,0,63954.60000000006,84656.39999999998,23648.400000000012,67451.40000000001,0.2667989927863077,0.3531605584729598,0.09865387792289713,0.2813865708178355,1313.4,433.8
10174560,132375.6,362.6728767123288,111.34032401298812,0,42414.00000000001,45930.59999999998,8280.6,35750.39999999999,0.3204064797440012,0.34697179842810894,0.06255382411864423,0.2700678977092454,709.8,114.0
10174561,318573.5296999999,872.8041909589039,474.8804304549113,0,92637.89740000002,129690.92279999996,37826.566499999986,58417.54300000002,0.2907896882934278,0.4070988663814274,0.11873731799255637,0.18337224393693888,1867.8,25.8
10174563,172492.79999999996,472.58301369863,245.62779005872773,0,50548.79999999996,69295.19999999997,25323.199999999997,27325.599999999995,0.29304875333926966,0.40172807212822786,0.14680728702879195,0.1584158875037103,1086.4,3.2
10174566,302408.0000000001,828.515068493151,106.45183979337159,0,81731.20000000003,106392.00000000003,28278.399999999998,86006.40000000004,0.2702679823285098,0.35181608952144117,0.09351075368376494,0.284405174466284,1205.6,660.8
10174568,291841.60000000003,799.5660273972603,185.77788269822221,0,86895.19999999998,115372.00000000006,27877.599999999973,61696.80000000002,0.2977478193650253,0.39532403879364714,0.09552305086046667,0.21140509098086088,1480.8,456.0
10177,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,,,,,0.0,0.0
10218722,203187.60000000012,556.6783561643839,233.96716802059223,0,60164.39999999998,81139.19999999998,25419.000000000022,36465.00000000002,0.29610271492945406,0.39933145526597064,0.12510113806157466,0.17946469174300006,1152.6,151.8
10218723,62992.19999999995,172.58136986301358,108.69440922613923,0,20155.799999999992,23410.199999999993,7455.000000000001,11971.199999999993,0.31997294903178497,0.37163648832712637,0.11834798594111662,0.1900425766999724,460.2,1.8
10218725,146947.73269999985,402.5965279452051,304.07002235048253,0,52945.42899999998,55866.48219999997,33545.91620000002,4589.9053000000085,0.3603010950028767,0.3801792730892542,0.2282846804345424,0.031234951473327586,1624.2,22.8
10218727,3008.8000000000175,8.243287671232924,7.956501946675916,0,741.5999999999985,959.9999999999987,244.00000000000142,1063.1999999999991,0.24647700079765827,0.3190640787024705,0.0810954533368785,0.3533634671629862,47.2,0.8
10218730,84741.00000000001,232.16712328767127,94.38798124795565,0,32448.600000000006,27905.999999999996,16297.19999999999,8089.199999999993,0.38291499982299004,0.3293093071830636,0.19231776825857597,0.09545792473537003,469.8,25.2
10218731,80536.20000000011,220.64712328767155,87.00091684308255,0,25795.800000000014,27117.6,7876.800000000002,19745.99999999999,0.320300684661059,0.33671317991164174,0.09780446556952017,0.24518166985777776,506.4,64.8
10218732,399069.16139999987,1093.3401682191777,236.63515452567458,0,76545.5803,121402.26410000003,115551.57170000001,85569.74520000006,0.19181031185538264,0.30421359464134246,0.2895527464327893,0.2144233468199031,1532.0,20.0
10218743,71068.8,194.70904109589043,141.68526973469145,0,20875.999999999993,31058.4,11339.99999999999,7794.400000000001,0.29374352739880216,0.4370187761718222,0.15956369039578536,0.10967400603358998,640.0,24.8
10218752,567634.8000000004,1555.1638356164394,575.7779488490785,0,151681.2,200568.60000000003,55930.19999999999,159454.79999999996,0.26721617490682376,0.35334091567324605,0.09853201389343985,0.2809108955264897,2506.2,22.8
10218764,107218.79999999996,293.75013698630124,78.15463139154468,0,31131.59999999999,36564.60000000003,7724.400000000002,31798.20000000004,0.29035579581192855,0.341027879439054,0.07204333568366747,0.29657298906535096,489.6,112.2
10263693,36807.86989999999,100.84347917808216,36.21291645707272,1,32722.54050000001,4074.735100000001,10.994299999999999,0.0,0.8890093501444379,0.11070282282213788,0.0002986942746176138,0.0,271.416,0.0
10263696,68261.60000000002,187.01808219178088,119.96539520112646,1,22092.800000000007,25330.000000000025,10061.200000000003,10777.599999999997,0.3236490208257644,0.3710724624093197,0.14739179861005308,0.15788671815486297,773.6,0.0
10263697,481930.3999999999,1320.3572602739723,364.01423522030393,0,157936.00000000006,181436.79999999996,49801.599999999984,92756.00000000012,0.32771537134822804,0.3764792592457334,0.10333774337539195,0.19246762603064702,2545.6,760.8
10263698,393154.5414999998,1077.1357301369858,850.0313250729523,117,76512.71560000004,116813.38009999997,112848.82510000002,86980.82070000007,0.194612315320285,0.2971182264722739,0.28703426563368356,0.221238244808626,2331.0,0.0
10263703,169409.40000000008,464.13534246575364,158.62718468158613,0,52438.19999999996,71245.2,25758.6,19967.399999999987,0.30953536226443124,0.4205504535167468,0.15204941402307065,0.11786477019575052,876.6,139.2
10281918,44375.60000000002,121.57698630136991,51.24037638631618,0,11737.600000000008,14471.200000000003,3824.7999999999997,14342.000000000002,0.26450571935928757,0.3261071399597976,0.0861915106499968,0.3231956300309178,329.2,76.4
10281919,111168.0504,304.5700010958904,289.16796759452546,0,23867.54890000002,28909.33990000001,10405.1715,47985.98989999999,0.21469791737932664,0.2600507951338509,0.09359857857145619,0.4316527071162885,1334.0,9.2
10281922,549229.8,1504.739178082192,498.86508529210414,0,220658.99999999997,208244.39999999994,108336.59999999996,11989.800000000003,0.40176079302324813,0.3791571396890699,0.1972518606965608,0.02183020659112088,2237.4,14.4
10281923,100489.99999999996,275.3150684931506,48.33852600661865,0,25023.60000000001,33474.8,8458.0,33533.6,0.2490158224698977,0.3331157329087473,0.08416757886356856,0.33370086575778696,457.2,156.0
10281925,807142.7999999995,2211.3501369862997,824.8243621438266,1,237077.39999999997,288856.79999999976,77477.40000000007,203731.19999999998,0.29372423318401664,0.3578757067522624,0.09598970591077578,0.25241035415294555,4057.8,0.0
10281926,451493.9999999998,1236.9698630136982,475.4872386765096,0,117787.8,136096.19999999998,24331.799999999985,173278.20000000013,0.2608845300269772,0.30143523501973457,0.053891746069715196,0.38378848888357364,2784.0,628.8
10281927,274414.4000000001,751.820273972603,244.2744037207163,0,98357.59999999993,107006.39999999995,54140.00000000002,14910.399999999996,0.3584272545464083,0.38994455101481523,0.19729285343626285,0.05433534100251296,1180.8,12.0
10281928,26691.070099999983,73.12621945205474,39.05973871826671,20,5808.865500000005,6993.3153999999995,851.180100000002,13037.709099999998,0.21763329376591795,0.2620095550234235,0.0318900702298932,0.4884670809807662,426.7271,0.0
10281929,88734.78909999998,243.10901123287667,145.85108407345038,37,37255.06029999998,30864.375899999988,11613.207900000007,9002.144900000001,0.4198472851275418,0.34782723003057203,0.13087547756396267,0.10145000615096975,934.2032,0.0
10358684,92563.26990000003,253.59799972602747,243.360430181885,0,26840.400000000016,36647.99999999999,13572.233600000016,15502.636299999996,0.2899681485863326,0.39592378315494214,0.1466265573230361,0.1674815109356891,1732.2,3.0
10358687,195634.79999999984,535.9857534246571,384.4412497661408,4,71735.39999999998,69778.19999999998,47501.40000000005,6619.8,0.3666801611983146,0.35667580614491917,0.24280649455004985,0.03383753810671724,1885.2,0.0
10358688,0.0,0.0,0.0,365,3.0,0.0,0.0,0.0,inf,,,,0.0,0.0
10358689,29050.79999999998,79.59123287671228,100.26619257494424,0,9031.800000000023,12988.20000000004,4383.600000000021,2646.599999999985,0.3108967739270529,0.44708579453922265,0.15089429550993516,0.09110248254781234,342.6,0.6
10358690,208667.39999999985,571.6915068493147,235.90763432573084,0,64891.19999999995,79380.59999999999,25180.800000000017,39214.80000000006,0.31097909879549945,0.3804168739343091,0.1206743362882752,0.1879296909819171,1279.8,128.4
10358691,356482.1313999997,976.6633736986294,279.52435541278186,2,101468.14560000009,129404.56539999996,38868.396300000015,86741.02400000003,0.2846373959937566,0.3630043528178929,0.10903322460330209,0.2433250263045305,1792.8,0.0
10358692,258690.54819999996,708.7412279452054,311.8580447039723,0,93637.20000000003,97842.00000000009,53224.80000000002,13986.54819999999,0.3619660658324742,0.3782202352609963,0.2057469836851195,0.0540667152214106,1875.0,33.6
10358693,25801.200000000026,70.68821917808226,35.864295483130284,0,6532.200000000005,10030.800000000001,3094.2000000000003,6142.799999999996,0.25317427096414113,0.38877261522719836,0.11992465466722467,0.2380819496767588,266.4,35.4
10358694,834087.6000000006,2285.1715068493168,292.2302239695522,0,215916.59999999998,285535.7999999999,72570.59999999999,260064.5999999999,0.2588656155540495,0.34233310745777745,0.08700596915719637,0.3117953078309757,2992.8,1310.4
10358695,92751.00000000003,254.11232876712336,153.86943368424144,0,25906.199999999997,35162.4,11127.600000000017,20554.800000000003,0.2793091179609922,0.37910534657308265,0.1199728304816122,0.2216127049843128,788.4,40.8
10358697,631690.7578999997,1730.6596106849308,359.7473126122967,0,134751.07249999995,196775.21850000002,133277.80710000006,166886.65979999996,0.2133181003755192,0.3115056157448969,0.21098584304616136,0.2641904408334229,2591.4,149.4
10358698,562711.6882999999,1541.675858356164,438.16439960126155,0,112787.15519999995,169298.3790999999,159335.52200000008,121290.63199999997,0.20043506745121925,0.30086167147418735,0.28315658855668396,0.21554667251790935,2319.0,159.6
10358705,234511.19999999992,642.4964383561642,214.28058352611154,0,72922.80000000005,85890.59999999998,20105.999999999996,55591.79999999996,0.310956576914024,0.36625372263670136,0.08573577722513893,0.2370539232241359,1525.8,185.4
10358708,536139.6000000002,1468.8756164383567,773.7439879455155,3,130268.39999999994,180116.39999999988,46130.39999999998,179624.40000000005,0.24297477746467502,0.33595056212971364,0.08604176971818527,0.3350328906874254,2836.2,0.0
10359010,118574.40000000001,324.86136986301375,227.36736059283757,0,32226.60000000002,53951.999999999985,16192.200000000003,16203.6,0.2717837914423351,0.4550054649232885,0.13655730073270453,0.13665344290167186,991.2,61.8
1036008,130295.40000000008,356.9736986301372,195.13174070205608,0,38220.6,43223.999999999985,7171.7999999999965,41679.0,0.29333806105204,0.33173849575656517,0.055042618542174106,0.31988082464921996,1057.8,54.6
10373419,226674.4869000002,621.0259915068499,184.8326416180531,1,70926.49700000003,82496.6291000001,21443.781,51807.5797,0.3129002207967498,0.36394316020397277,0.09460165232208134,0.22855496623603455,1865.4,0.0
